id,title,cluster_id
1274,"Nature Reviews Cancer",01057810
1274,"Nature Reviews Cancer",00050596
1274,"Nature Reviews Cancer",00170157
1274,"Nature Reviews Cancer",00861614
1274,"Nature Reviews Cancer",00702923
1274,"Nature Reviews Cancer",00323882
1274,"Nature Reviews Cancer",00064129
1699,"Journal of Leukocyte Biology",00064129
1298,"Arthritis Research and Therapy",00831922
1333,"Community Oncology",00418938
1699,"Journal of Leukocyte Biology",01245556
1699,"Journal of Leukocyte Biology",01165216
1699,"Journal of Leukocyte Biology",01134614
1699,"Journal of Leukocyte Biology",01024231
1699,"Journal of Leukocyte Biology",01285609
1699,"Journal of Leukocyte Biology",00060372
1699,"Journal of Leukocyte Biology",00790010
1712,"Pharmaceuticals",01597908
1712,"Pharmaceuticals",01584648
1728,"Current Rheumatology Reviews",01475162
1728,"Current Rheumatology Reviews",01396317
1728,"Current Rheumatology Reviews",01532869
1728,"Current Rheumatology Reviews",01331837
1728,"Current Rheumatology Reviews",01450137
1728,"Current Rheumatology Reviews",01041248
16322,"Ann. Oncol.",15698041
45961,"Egypt. J. Anaesth.",11101849
59016,"Egypt J Anaesth",11101849
1737,"Hematological Oncology",02780232
43172,"Hematol. Oncol.",02780232
78065,"Hematol Oncol",02780232
18590,"Am J Perinatol",07351631
112697,"AM. J. PERINATOL.",07351631
45687,"Am. J. Perinatol.",07351631
1739,"Epilepsia",00139580
19414,"Epilepsia (Series )",00139580
117360,"Epilepsia.",00139580
21846,"Dig Dis Sci",01632116
38665,"Dig. Dis. Sci.",01632116
89650,"DIG. DIS. SCI.",01632116
49678,"Am. J. Pharmacol. Toxicol.",15574962
1743,"Pediatric blood & cancer",2010
12612,"Icarus",2010
16921,"Gait & Posture",2010
16997,"PM&R",2010
17026,"Manual Therapy",2010
17036,"Rehabilitación",2010
17040,"Acta Biomaterialia",2010
17062,"Surgery (Oxford)",2010
17125,"Materials & Design",2010
136890,"IS-",2010
1743,"Pediatric blood & cancer",2
2265,"Asian Biomedicine",2
12410,"Physical Therapy",2
17215,"Bone & Joint Journal (British)",2
17223,"Acta Orthopaedica Scandinavica",2
22075,"Clinical Symposia",2
22076,"Mayo Clinic Health Letter",2
24625,"Occupational Health & Safety",2
25689,"Australasian Nurses Journal",2
28158,"Journal of Holistic Nursing",2
28164,"Nurse Researcher",2
37557,"Alabama Nurse",2
37612,"Primary Care Diabetes",2
37584,"Soins Psychiatrie",2
37586,"Internal & Emergency Medicine",2
37592,"Harvard Men's Health Watch",2
37615,"Pain ()",2
39330,"EnfermerÃ­a Intensiva",2
39336,"Geriatric Nursing & Home Care",2
42702,"An R Acad Nac Med (Madr)",2
63939,"(Cm )",2
65330,"Today's Surgical Nurse",2
65877,"Topics in Clinical Nursing",2
65932,"Revista Rol de EnfermerÃ­a",2
99670,"Neurological sciences",2
99723,"Der schmerz",2
99729,"Clinical case studies",2
99731,"Yeni symposium",2
99782,"Evolution psychiatrique",2
99803,"Translational neuroscience",2
99821,"Alcohol & alcoholism",2
99882,"Malawi medical journal",2
99891,"The lancet neurology",2
99923,"ANS",2
99929,"Birth defects research",2
99939,"Estudos de psicologia",2
99959,"Journal of world business",2
100052,"Current psychopharmacology",2
100092,"Rehabilitation nursing journal",2
100110,"Advances in mental health",2
100116,"Canadian journal on aging",2
100127,"Ochsner journal",2
100031,"Gender & behaviour",2
100090,"Przeglad psychologiczny",2
100097,"Izvestiia akademii nauk",2
100118,"Swiss journal of psychology",2
100126,"Eating & weight disorders: EWD",2
100142,"Anadolu psikiyatri dergisi",2
100150,"Journal of lymphoedema",2
100148,"Fiziologicheskii zhurnal",2
100260,"Pharmaceutical medicine",2
100270,"Directions in psychiatry",2
100194,"Ilar journal",2
100205,"Journal of general psychology",2
100242,"Facial plastic surgery",2
100264,"Alcohol research",2
100267,"Neuroradiology journal",2
100344,"Sexuality and disability",2
100357,"Current women's health reviews",2
100414,"Current anthropology",2
100444,"Psicologia: reflexao e critica",2
100460,"Journal of natural medicine",2
100510,"Psychology teaching review",2
100518,"Psychology of women quarterly",2
100523,"Egyptian rheumatologist",2
100583,"Psicoterapia psicoanalitica",2
100588,"Revista mexicana de psicologia",2
100596,"Marketing science",2
100601,"Psicologia clinica",2
100631,"Physical review",2
100633,"Formosan journal of surgery",2
100635,"The humanistic psychologist",2
100654,"New armenian medical journal",2
102495,"Angiologia e Cirurgia Vascular",2
102570,"Insect science (Online)",2
102582,"Microscopy and microanalysis",2
102585,"Critical public health",2
102587,"Journal of applied biomedicine",2
102594,"Biomedical chromatography",2
102603,"Anatomical record",2
102620,"Conservation biology",2
102650,"Archives of biochemistry",2
102697,"Journal of peptide science",2
102714,"Colloid and polymer science",2
116268,"Dansk Paedagogisk Tidsskrift",2
118377,"Criminal justice and behavior",2
118383,"Multiple sclerosis journal",2
118397,"Biological rhythm research",2
118399,"International gambling studies",2
118405,"Gaceta mexicana de oncologia",2
118426,"Diabetes therapy",2
118452,"Turk geriatri dergisi",2
118453,"College student journal",2
118483,"Thinking & reasoning",2
118552,"Revista de psicologia social",2
118559,"Social science international",2
118524,"Russian journal of cardiology",2
120657,"Acta endoscopica",2
120658,"Turkish journal of haematology",2
120661,"European cardiology",2
120667,"Journal de pharmacie clinique",2
120679,"Polish journal of radiology",2
120699,"Acta angiologica",2
120729,"Arab journal of urology print",2
120735,"SA pharmaceutical journal",2
120740,"Egyptian heart journal",2
135394,"JPediatrGastroenterolNutr",2
167537,"Asim Allerji Immunoloji",2
186252,"Ann Ottalmol Clin Ocul",2
1743,"Pediatric blood & cancer",15455009
8093,"Pediatric blood & cancer",15455009
15961,"Pediatric Blood & Cancer",15455009
16079,"Pediatr. Blood Cancer",15455009
20926,"Pediatr Blood Cancer",15455009
153505,"Pediatric Blood and Cancer.",15455009
1745,"Transplantation Proceedings",00411345
20078,"Transplant Proc",00411345
32987,"Transplant. Proc.",00411345
43579,"TRANSPLANT. PROC.",00411345
1747,"Child's Nervous System",02567040
22037,"Childs Nerv Syst",02567040
29382,"Child's Nerv. Syst.",02567040
63092,"CHILD'S NERV. SYST.",02567040
110232,"Child's Nerv Syst",02567040
120945,"Childs nervous system",02567040
1748,"Turkiye Acil Tip Dergisi",13047361
40173,"Turk. Acil Tip Derg.",13047361
1749,"Pneumon",1105848x
1750,"Pediatric Nephrology",0931041x
22590,"Pediatr. Nephrol.",0931041x
24168,"Pediatr Nephrol",0931041x
57874,"PEDIATR. NEPHROL.",0931041x
101874,"Pediatric  â¦",0931041x
169342,"Pediatric Nephrology.",0931041x
1751,"Archives of Iranian Medicine",10292977
22578,"Arch Iran Med",10292977
40657,"Arch. Iran. Med.",10292977
44850,"Hematol Oncol Stem Cell Ther",16583876
18878,"Mymensingh Med J",10224742
1754,"Journal of Child Neurology",08830738
21948,"J Child Neurol",08830738
54221,"Journal Of Child Neurology",08830738
60381,"J. Child Neurol.",08830738
148906,"J. CHILD NEUROL.",08830738
1755,"ONCOLOGY",08909091
29268,"Oncol.",08909091
30929,"Oncology ()",08909091
37906,"Oncology-New York",08909091
42173,"ONCOLOGY (USA)",08909091
45703,"Oncology (USA)",08909091
120193,"Oncology (Williston)",08909091
152835,"Oncol",08909091
1756,"BMC Gastroenterology",1471230x
16377,"BMC Gastroenterol.",1471230x
23623,"Bmc Gastroenterology",1471230x
1757,"Saudi Journal of Anaesthesia",1658354x
38631,"Saudi J. Anaesth.",1658354x
42925,"Saudi J Anaesth",1658354x
1759,"British Journal of Anaesthesia",00070912
16265,"Br. J. Anaesth.",00070912
17257,"British Journal Of Anaesthesia",00070912
18897,"Br J Anaesth",00070912
45369,"BR J ANAESTH",00070912
61396,"BR. J. ANAESTH.",00070912
30736,"J. Clin. Gastroenterol.",15392031
38632,"J. Taibah. Univ. Med. Sci.",16583612
1762,"Nascer e Crescer",08720754
110655,"Anomalia de Poland e...",08720754
30687,"Rev. Soc. Bras. Med. Trop.",00378682
42584,"Rev Soc Bras Med Trop",00378682
67138,"Rev. Soc. Bras. Med. Trop",00378682
42124,"Aliment. Pharmacol. Ther.",13652036
1765,"Journal of Adolescent Health",1054139x
15629,"J. Adolesc. Health",1054139x
15906,"Journal of adolescent health",1054139x
112654,"J. ADOLESC. HEALTH",1054139x
30327,"Journal of Adolescent Health.",1054139x
1766,"Archives of Surgery",00040010
18614,"Arch Surg",00040010
33001,"Arch. Surg.",00040010
43473,"ARCH. SURG.",00040010
45250,"ARCH SURG",00040010
63299,"Arch.Surg.",00040010
16119,"Nephrol. Dial. Transplant.",09310509
20228,"Nephrol Dial Transplant",09310509
60119,"NEPHROL. DIAL. TRANSPLANT.",09310509
15617,"Int. J. Infect. Dis.",12019712
21931,"Int J Infect Dis",12019712
132367,"Focus on Bacterial Resistance",12019712
188243,"INT. J. INFECT. DIS.",12019712
1770,"Indian Journal of Pharmacology",02537613
23512,"Indian J Pharmacol",02537613
43097,"Indian J. Pharmacol.",02537613
50179,"INDIAN J. PHARMACOL.",02537613
94331,"INDIAN JOURNAL OF PHARMACOLOGY",02537613
1772,"Current Oncology Reports",15233790
42108,"Curr. Oncol. Rep.",15233790
47589,"Curr Oncol Rep",15233790
20899,"Anesteziol Reanimatol",02017563
163078,"ANESTEZIOL. REANIMATOL.",02017563
1775,"Neuro-Oncology",15228517
41099,"Neuro Oncol",15228517
1776,"Journal of NeuroVirology",13550284
15627,"J. Neurovirol.",13550284
47978,"Journal of Neurovirology",13550284
69893,"J Neurovirol",13550284
94377,"JOURNAL OF NEUROVIROLOGY",13550284
1777,"Hematology",10245332
1778,"Journal of Crohn's & colitis",18764479
16136,"J. Crohn's Colitis",18764479
51660,"Journal Of Crohn's & Colitis",18764479
1780,"Obesity (Silver Spring, Md.)",1930739x
17785,"Obesity S- Obesity Research",1930739x
31015,"Clin Transl Oncol",1699048x
32721,"Clin. Transl. Oncol.",1699048x
1783,"Natural Products Journal",22103155
1784,"Kidney International",00852538
24378,"Kidney Int",00852538
163062,"KIDNEY INT.",00852538
18965,"Isr Med Assoc J",15651088
30601,"Isr. Med. Assoc. J.",15651088
1786,"Encephale",00137006
6935,"L'Encephale",00137006
51509,"L'encéphale",00137006
71770,"UN SYNDROME DEPRESSIF MIXTE",00137006
92223,"Le futur des anxiolytiques",00137006
104961,"Encéphale",00137006
116050,"L'EncÃ©phale",00137006
118218,"Encephale.",00137006
128576,"L'encéphale",00137006
169629,"Encephale. Conference",00137006
1787,"Journal of Emergency Medicine",07364679
15864,"Journal of emergency medicine",07364679
20316,"J Emerg Med",07364679
30807,"J. Emerg. Med.",07364679
63049,"J. EMERG. MED.",07364679
16635,"Biol. Blood Marrow Transplant.",10838791
33466,"Biol Blood Marrow Transplant",10838791
1790,"JAMA Ophthalmology",21686165
6786,"Jama Ophthalmology",21686165
41509,"JAMA Ophthalmol.",21686165
42646,"JAMA Ophthalmol",21686165
1791,"QJM",14602725
112024,": Qjm",14602725
148581,"QJM Mon. J. Assoc. Phys.",14602725
20256,"World J Gastroenterol",10079327
33039,"World J. Gastroenterol.",10079327
1793,"Journal of Virology",0022538x
6969,"Journal of virology",0022538x
112541,"J. VIROL.",0022538x
30669,"J. Virol.",0022538x
46706,"JOURNAL OF VIROLOGY",0022538x
1794,"Indian Journal of Rheumatology",09733698
25299,"Soft Tissue Rheumatism",09733698
40610,"Indian J. Rheumatol.",09733698
60798,"Anatolian J. Clin. Invest.",13068814
110303,"Anatolian J Clin Invest",13068814
16477,"Horm. Res. Paediatr.",16632818
1797,"Clinical Neuropharmacology",03625664
18172,"Clin Neuropharmacol",03625664
71425,"Clin. Neuropharmacol.",03625664
94337,"CLINICAL NEUROPHARMACOLOGY",03625664
119882,"CLIN. NEUROPHARMACOL.",03625664
1798,"Current Psychiatry Reports",15233812
18080,"Curr Psychiatry Rep",15233812
45670,"Curr. Psychiatry Rep.",15233812
1799,"AAPS Journal",15507416
16846,"AAPS journal",15507416
21006,"Aaps j",15507416
106440,"AAPS JOURNAL",15507416
67379,"AAPS J",15507416
78747,"AAPS J.",15507416
129734,"Aaps Journal",15507416
1800,"Hepatology International",19360533
16844,"Hepatology international",19360533
29310,"Hepatol. Int.",19360533
50289,"Hepatol Int",19360533
45927,"Turk. J. of Rheumatol.",13090291
22208,"J Acquir Immune Defic Syndr",15254135
72829,"J Acquired Immune Defic Syndr",15254135
22727,"Gastroenterol Clin Biol",03998320
76993,"Rectites refractaires.",03998320
94892,"Gastroenterol. Clin. Biol.",03998320
16101,"Reg. Anesth. Pain Med.",10987339
18703,"Reg Anesth Pain Med",10987339
1805,"Pregnancy Hypertension",22107789
38656,"Pregnancy Hypertens.",22107789
41186,"Pregnancy Hypertens",22107789
164542,"Pregnancy Hypertension.",22107789
1806,"Schmerz (Berlin, Germany)",14322129
52713,"Der Schmerz",14322129
77690,"Schmerz.",14322129
47595,"Eur J Drug Metab Pharmacokinet",03787966
1808,"Current drug delivery",18755704
1809,"Pediatric Neurology",08878994
21937,"Pediatr Neurol",08878994
60493,"Pediatr. Neurol.",08878994
1811,"Clinical Toxicology",15563650
20635,"Clin Toxicol (Phila)",15563650
35866,"Clinical toxicology",15563650
41569,"Clin. Toxicol.",15563650
72837,"Clin Toxicol",15563650
86703,"Clinical Toxicology ()",15563650
1812,"Drugs in R&D",11796901
107114,": Drugs in R & D",11796901
16564,"Klin. Psikofarmakol. Bul.",10177833
167595,"Paedia.",20469055
1815,"International Ophthalmology",01655701
19022,"Int Ophthalmol",01655701
69956,"Int. Ophthalmol.",01655701
127792,"INT. OPHTHALMOL.",01655701
36366,"Farm Hosp",11306343
38038,"Farmacia Hospitalaria",11306343
39100,"Farmacia hospitalaria",11306343
167615,"Farm. Hosp.",11306343
1817,"Journal of clinical pathology",14724146
118971,"Journal of Clinical Pathology.",14724146
147236,"Journal Of Clinical Pathology",14724146
1818,"Journal of Medical Virology",01466615
23178,"J Med Virol",01466615
30702,"J. Med. Virol.",01466615
30771,"J. MED. VIROL.",01466615
169567,"Journal Of Medical Virology",01466615
205272,"Journal of Medical Virology.",01466615
1819,"Toxicon",00410101
46687,"TOXICON",00410101
75507,"Toxicon. Conference: TOXINS",00410101
1821,"Emergency Medicine Journal",14720205
20259,"Emerg Med J",14720205
25160,"Emergency medicine journal",14720205
70136,"Emergency Medicine Journal.",14720205
21776,"Semin Thromb Hemost",00946176
41406,"Semin. Thromb. Hemost.",00946176
38721,"Neurosci. Behav. Physiol.",00970549
30603,"Curr. Opin. Gastroenterol.",15317056
1826,"Annals of African Medicine",15963519
17517,"Ann. Afr. Med.",15963519
19086,"Ann Afr Med",15963519
1827,"Delaware medical journal",00117781
34439,"Del Med J",00117781
55458,"Delaware Medical Journal",00117781
77695,"Support Care Cancer.",14337339
1829,"British Journal of Haematology",00071048
21980,"Br J Haematol",00071048
29378,"Br. J. Haematol.",00071048
137946,"BR. J. HAEMATOL.",00071048
176259,"British Journal Of Haematology",00071048
1830,"Paediatric Anaesthesia",11555645
6708,"Pediatric Anesthesia",11555645
16486,"Paediatr. Anaesth.",11555645
20869,"Paediatr Anaesth",11555645
63312,"Paediatr.Anaesth.",11555645
117231,"PAEDIATR. ANAESTH.",11555645
188358,"Paediatric Anaesthesia.",11555645
1831,"Laryngoscope",0023852x
141853,"Laryngoscope.",0023852x
152699,"LARYNGOSCOPE",0023852x
18819,"Gastroenterol Hepatol",02105705
18434,"World journal of pediatrics",18670687
109031,"World J. Pediatr.",18670687
64447,"Turk. Klinikleri J. Med. Sci.",13000292
110273,"Turk Klinikleri J Med Sci",13000292
188082,"Adölesan gebelik",13000292
16287,"Int. J. Cardiol.",01675273
18935,"Int J Cardiol",01675273
45302,"INT J CARDIOL",01675273
46189,"INT. J. CARDIOL.",01675273
188876,"Cachexia",01675273
16317,"Colorectal Dis.",14631318
45380,"J Clin Monit Comput",13871307
45909,"J. Clin. Monit. Comput.",13871307
72792,"J Popul ther Clin Pharmacol",17106222
20904,"Can J Hosp Pharm",00084123
32761,"Can. J. Hosp. Pharm.",00084123
65501,"CAN. J. HOSP. PHARM.",00084123
1842,"BMJ Open",20446055
13568,"BMJ open",20446055
14283,"Bmj Open",20446055
107447,": BMJ Open",20446055
111884,": BMJ Open",20446055
1843,"Haematologica",03906078
106923,": Haematologica",03906078
106999,": Haematologica",03906078
107224,": Haematologica",03906078
107325,": Haematologica",03906078
107347,": Haematologica",03906078
107529,": Haematologica",03906078
111037,": Haematologica",03906078
111072,": Haematologica",03906078
111111,": Haematologica",03906078
111168,": Haematologica",03906078
111169,": Haematologica",03906078
111236,": Haematologica",03906078
111252,": Haematologica",03906078
111258,": Haematologica",03906078
111259,": Haematologica",03906078
111317,": Haematologica",03906078
111353,": Haematologica",03906078
111358,": Haematologica",03906078
111387,": Haematologica",03906078
111462,": Haematologica",03906078
111493,": Haematologica",03906078
111548,": Haematologica",03906078
111549,": Haematologica",03906078
111552,": Haematologica",03906078
111553,": Haematologica",03906078
111567,": Haematologica",03906078
111622,": Haematologica",03906078
111632,": Haematologica",03906078
111714,": Haematologica",03906078
111808,": Haematologica",03906078
111809,": Haematologica",03906078
111815,": Haematologica",03906078
111817,": Haematologica",03906078
111821,": Haematologica",03906078
111841,": Haematologica",03906078
111842,": Haematologica",03906078
111913,": Haematologica",03906078
111951,": Haematologica",03906078
112017,": Haematologica",03906078
112042,": Haematologica",03906078
16599,"Invest. Ophthalmol. Vis. Sci.",01460404
24186,"Invest Ophthalmol Vis Sci",01460404
64914,"INVEST. OPHTHALMOL. VIS. SCI.",01460404
1845,"Yonsei Medical Journal",19762437
1846,"Asian Journal of Psychiatry",18762018
16124,"Asian J. Psychiatry",18762018
1847,"Journal of Clinical Immunology",02719142
16475,"J. Clin. Immunol.",02719142
24230,"J Clin Immunol",02719142
106478,"JOURNAL OF CLINICAL IMMUNOLOGY",02719142
1848,"Journal of Anesthesia",14388359
17414,"Journal Of Anesthesia",14388359
1849,"Prescriber",09596682
39625,"Rev Stomatol Chir Maxillofac",00351768
152803,"Rev Stomatol Chir Maxillo-Fac",00351768
32983,"Indian J. Crit. Care Med.",09725229
41102,"Indian J Crit Care Med",09725229
15681,"J. Pediatric Infect. Dis. Soc.",20487193
48042,"J Pediatric Infect Dis Soc",20487193
25279,"Visceral Afferents",15660702
34793,"Auton Neurosci",15660702
49449,"Auton. Neurosc. Basic Clin.",15660702
56238,"Autonomic Neuroscience",15660702
123487,"SI:Thermoregulation",15660702
31040,"J Cancer Res Clin Oncol",01715216
43153,"J. Cancer Res. Clin. Oncol.",01715216
43427,"J. CANCER RES. CLIN. ONCOL.",01715216
1855,"Auris Nasus Larynx",03858146
1856,"Anaesthesia and Intensive Care",0310057x
16598,"Anaesth. Intensive Care",0310057x
20870,"Anaesth Intensive Care",0310057x
33123,"ANAESTH. INTENSIVE CARE",0310057x
37876,"Anaesthesia & Intensive Care",0310057x
59218,"ANAESTH INTENSIVE CARE",0310057x
144848,"Anaesthesia And Intensive Care",0310057x
1857,"African Health Sciences",16806905
15620,"Afr. Health Sci.",16806905
18867,"Afr Health Sci",16806905
1858,"European Journal of Neurology",13515101
16217,"Eur. J. Neurol.",13515101
23480,"Eur J Neurol",13515101
61460,"EUR. J. NEUROL.",13515101
1859,"Rheumatology (United Kingdom)",14620324
16626,"Rheumatology (UK)",14620324
20454,"Rheumatology (Oxford)",14620324
109170,"Rheumatol.",14620324
1860,"Seizure",10591311
153424,"Seizure.",10591311
169356,"Seizure. (no pagination), ",10591311
25545,"Niger J Clin Pract",11193077
59085,"Niger. J. Clin. Pract.",11193077
1862,"Case Reports in Medicine",16879627
41594,"Case Rep. Med.",16879627
45474,"Case Report Med",16879627
18939,"J Health Popul Nutr",16060997
58076,"J. Health Popul. Nutr.",16060997
1864,"Multiple Sclerosis",13524585
16098,"Mult. Scler.",13524585
24301,"Mult Scler",13524585
28931,"Multiple Sclerosis Journal",13524585
40086,"Mult. Scler. J.",13524585
77707,"Mult Scler.",13524585
132534,"Multiple Sclerosis ()",13524585
32956,"J. Pediatr. Hematol. Oncol.",15363678
29370,"Rep. Pract. Oncol. Radiother.",15071367
41264,"Rep Pract Oncol Radiother",15071367
1867,"Clinical Transplantation",09020063
16283,"Clin. Transplant.",09020063
20381,"Clin Transplant",09020063
73741,"CLIN. TRANSPLANT.",09020063
16712,"J. Paediatr. Child Health",14401754
1870,"Hospital pediatrics",21541663
21925,"Hosp Pediatr",21541663
33405,"Hospital Pediatrics",21541663
111652,": Hospital Pediatrics",21541663
118905,"Hosp. Pediatr.",21541663
45506,"Korean J Anesth",20057563
45947,"Korean J. Anesth.",20057563
1872,"Infection and Drug Resistance",11786973
106109,"Infection & Drug Resistance",11786973
30900,"Infect. Drug Resist.",11786973
42513,"Infect Drug Resist",11786973
65832,"Infection and drug resistance",11786973
43595,"Nurs Child Young People",20462336
1874,"Infezioni in Medicina",11249390
39649,"Infez Med",11249390
154597,"Infezioni in medicina",11249390
199155,"Infez. Med.",11249390
16406,"Aesthet. Surg. J.",1527330x
87522,"Aesthetic surgery journal",1527330x
21760,"Pediatr Hematol Oncol",08880018
122021,"Pediatr. Hematol. Oncol.",08880018
154642,"PEDIATR. HEMATOL. ONCOL.",08880018
31050,"Rev Chilena Infectol",07161018
202821,"Rev. chil. infectol",07161018
1882,"Clinical Immunology",15216616
43284,"Clin. Immunol.",15216616
53766,"FOCIS Abstract Supplement",15216616
53792,"Primary Immunodeficiency",15216616
59615,"Clin Immunol",15216616
1883,"Ear, nose, & throat journal",19427522
49198,"Ear, Nose, & Throat Journal",19427522
1884,"Journal of medical economics",1941837x
30798,"J. Med. Econ.",1941837x
51606,"Journal Of Medical Economics",1941837x
141278,"JOURNAL OF MEDICAL ECONOMICS",1941837x
18798,"Ophthal Plast Reconstr Surg",07409303
152712,"Ophthalmic Plast Reconstr Surg",07409303
152916,"OPHTHALMIC PLAST RECONSTR SURG",07409303
1886,"Cytotherapy",14653249
132380,"nd Annual ISCT Meeting",14653249
137112,"Cytotherapy (Elsevier Inc.)",14653249
16538,"J. Matern.-Fetal Neonatal Med.",14767058
59012,"J Matern -Fetal Neonatal Med",14767058
1888,"Revue neurologique",00353787
6734,"Revue Neurologique",00353787
17512,"Rev. Neurol.",00353787
107039,": Revue Neurologique",00353787
