id,name,description,manufacturer,price
b000egmaj4,hoyle card games 2007,with over 75 card games from classic games like cribbage to new favorites like online texas holdâem hoyle card games has something for everyone. featuring solitaire plus the official hoyle rulebook with an additional bonus of 16 black jack games. shuffle the deck and deal yourself some fun!,encore software,19.99
b000ie8u4g,brain food games: cranium collection 2006,back and better than ever / 4 full-version games - hoyle word games - who wants to be a millionaire - professor fuji's sudoku & smart games challenge 2 over 600 new and more complex questions multiple choice answers complete the millionaire game play experience - feel like you're actually in the hot seat fastest finger contest and two-player action provide extra fun for you and you family and friends all-new lifeline options provide more than 15 wacky phone-a-friend characters professor fuji's sudoku - 1 000 puzzle grids in 3 different levels cheat mode boss-hide key and a built-in timer make this sudoku game perfect for beginners and experts alike printable puzzles allow you to take sudoku on-the-go smart games challenge 2 - loaded with over 1 400 new puzzles to stimulate strengthen and sharpen your brain logic perception word trivia and strategy puzzles offer hundreds of levels of difficulty for brains of all sizes exercise your brain with quirky puzzles like brain candy mass transit leap frog and say what? - guaranteed to bewilder bamboozle and boggle your mind system requirements - windows 2000 sp4/xp (home& pro) sp2 pentium iii 450 mhz processor or faster 64 mb ram (128 mb ram for xp) 400 mb of free hard-disk space 8x cd-rom or faster quicktime 7.0 (included on cd) directx 9.0c (included on cd) 32 mb directx 9.0c compatible video card capable of displaying 800 x 600 x 16 bit colors directx 9.0c compatible 16-bit sound card mouse and keyboard microsoft internet explorer 5.5 or higher,encore,19.95
b000io7a9m,brain food games: cranium collection 2006,brain food games cranium collection 2006,encore,19.95
b00005aycg,punch! master landscape & home design,master landscape & home design offers nine programs on one easy-to-use interface to help you design home exterior and landscape projects. the suite includes an extensive sortable plantings library organized by nursery-standard zones. deck home exterior topography and other options add realism. new technology allows you to integrate your own photos of your home allowing you to walk or fly through your creation in 3-d.use the 3-d exterior home design program to view your home with thousands of subtle paint color choices or design walk-out basements and split-level designs with the slope tool. the clearview tool renders your design with a glass-house effect giving you a wire-frame perspective of your topography without your landscape plantings. a user-definable database helps you find the right plantings for your planting zone based on your search criteria. more than 2 000 selections of flowers shrubs trees ornamental grasses ground cover and more are featured. as you design the landscape estimator compiles planting information producing a report in an editable printable exportable spreadsheet format.design the perfect deck for your home plan with ultimate deck. multilevel or multistory decks with 3-d photorealistic textures stairs railings object placement and color capabilities give you the ability to design exactly the deck you want. deck wizards walk you through railings baluster options and more. users can also create objects from scratch or modify existing selections from a library. change colors fabrics patterns textures and more then use your creations to furnish your home plan.,punch! software,59.99
b000j5lgg8,stuffit deluxe 11,stuffit deluxe 11 is a compression breakthrough! it provides a suite of tools that help you access compress manage protect send and backup all your important files and images. now compress jpeg photos and images by up to 30% with no loss of quality! stuffit not only shrinks your documents to a fraction of original size it adds strong encryption and error-correction so you can cut transfer times and protect privacy and data integrity. schedule backups with stuffit and burn archives to cd or dvd without any additional software! schedule a backup time for any folder image or document on any network or local drive enter a password to view the contents of an encrypted stuffit x archive integrated cd & dvd burning tells you where the archive is being created and puts the ability to burn cds dvds or any removable media of your choice super-strong 512-bit encryption and password protection ensures your data's privacy automate ftp & email eliminates routine tasks and simplify your life self-repairs archived data keeping it safe from transmission,aladdin systems,79.99
b000oqjdna,stuffit deluxe 11,stuffit deluxe 11 provides a suite of tools that help you access compress manage protect send and backup all your important files and images! only stuffit gives you access to more that 20 different compression formats. shrink documents up to 98% of their original size. free tons of space on your hard disk and your flash drive. save more compressed files onto cds or dvds! stuffit does what no other compression product has been able to do -- reduce the size of jpeg photos and images up to 30% with absolutely no loss in image quality! super-strong 512-bit encryption and password protection; passwords required to browse archives automate ftp & e-mail -- simplify your life by pointing and clicking self-repairs archived data keeping it safe and secure,aladdin systems,49.99
b000oftj8u,adobe after effects cs3,bring your vision to life with blockbuster visual effects and compelling motion graphics in adobe after effects cs3 professional software. work with sophisticated tools and enjoy tight integration with adobe's leading design applications while you deliver stunning work to virtually any media type. design from scratch or jump-start projects from hundreds of fully customizable presets and templates--all from within a streamlined interface. an elaborate animation made up of multiple variations on a six-pointed star is easy to create; the repeater feature makes it possible to offset variations on a theme. all properties of the shape can also be keyframed. layer styles can transform the look of text with just a few clicks. here outer glow and a drop shadow add visual interest and dimension. styles can be toggled on and off even animated. just a few examples of what is possible with per-character 3d text. create motion graphics and visual effects with the industry standard take your inspiration to new heights: create beautiful sophisticated animations and effects more effectively than ever with adobe after effects cs3 professional. whether you design from scratch or jump-start projects from any of the hundreds of customizable templates and presets the latest version of after effects lets you exceed expectations with less effort. use innovative new features like shape layers the puppet tool brainstorm and clip notes to design animate and review with greater creative freedom. after effects is available as a standalone product or as a component of adobe creative suite 3 production premium and master collection software. eliminate rerendering and move easily between after effects adobe premiere pro cs3 and encore cs3 software using adobe dynamic link part of production premium. adobe creative suite 3 production premium is a complete digital video production solution in which adobe after effects cs3 provides the ability to generate animations and composites of all kinds from stylized motion graphics to realistic visual effects. adobe creative suite 3 master collection combines the powerful components of production premium with those of creative suite 3 design premium and web premium. whether you are a motion graphics designer visual effects artist video editor or a designer of rich media for the web adobe after effects cs3 professional lets you: innovate visually--unleash your creative vision with responsive controls and amazing effects. animate freely and with even more flexibility using new shape layers and the new puppet tool. use the new brainstorm interface to naturally evolve animation variations based on parameters you choose. maximize your time--deliver your best work on schedule. the intuitive interface in adobe after effects cs3 professional lets you accomplish even the most complex tasks faster while keeping you focused on your vision. enhanced multi-core and multi-processor support enables faster renders; powerful integration allows you to move quickly and efficiently between after effects and adobe photoshop cs3 extended adobe premiere pro cs3 adobe flash cs3 professional adobe illustrator cs3 and adobe encore cs3. design for tomorrow today--adobe after effects cs3 professional delivers on tomorrow's challenges today with flexible tools that anticipate the future of design and animation. work with tools that enable you to deliver professional results on virtually any type of media. create quicktime and flash video for the web and work with a wide range of formats from hdv to openexr h.264 and camera raw. ensure output quality for an array of supported mobile devices. after effects is available for intel and power pc mac or for microsoft windows xp and windows vistaª. add life to any shape or layer with the easy fun and addictive puppet tool. audience benefit motion graphics and visual effects professionals--as a professional in your field you need to meet tight deadlines for clients who demand the highest quality productions. adobe after effects cs3 professional helps you reach peak performance and realize your vision with the industry's leading compositing and animation tools for creating stunning motion graphics and visual effects. with improved performance and tight integration with other adobe applications you'll get there faster moving quickly and efficiently between after effects and adobe photoshop cs3 extended adobe premiere pro cs3 flash cs3 professional illustrator cs3 and encore cs3 while getting the best performance from your hardware. video editors and producers--when budgets are tight and clients are on a deadline adobe after effects cs3 professional offers an intuitive easy-to-learn interface along with powerful tools to enhance your production values. tight integration with adobe's other professional video applications means you can get great results quickly and when you need to jump-start projects without sacrificing quality you can use the new brainstorm feature or customize any of hundreds of timesaving professionally designed presets and templates. flash animators and graphic designers--work with state-of-art animation tools inside a familiar adobe interface and enjoy unprecedented integration with adobe flash as well as other adobe applications you already use including photoshop and illustrator. graphic designers can import photoshop and illustrator files with layers transparency and blend modes intact to bring still imagery to life. flash animators can import and output swf or flv files with alpha channels and cue points. brainstorm allows you to interactively create a wide range of animation possibilities very quickly and preview them instantly. new in adobe after effects cs3 professional shape layers easily create and animate vector graphics with new shape layers. add and animate strokes fills gradients and vector effects. you can convert text into shapes and animate them just like any other shape type. puppet tool this new fast and intuitive animation tool lets you squash and stretch images or text to bring it to life as an animated character. use motion sketch to record the position and speed of your puppet movements the starch tool to stiffen areas of the character and the overlap tool to control the depth of elements of your puppet. adobe photoshop cs3 extended integration enjoy a streamlined workflow with support for importing layered photoshop images that include video layers. sophisticated photoshop layer styles can be easily modified or animated within after effects. import vanishing point data from photoshop into after effects to build 3d compositions automatically. tight integration with adobe flash cs3 professional work more efficiently to create and edit flash animations. preserve vectors from animations created in after effects for lean and clean delivery and create flash video more easily. import swf files as vectors with alpha channels preserved and batch render flash videos with embedded cue points. per-character 3d text animation explore new text animation possibilities by making individual characters in your text--or an entire phrase--move and rotate in 3d space. brainstorm jump-start animations with brainstorm a new user interface that offers variations on selected design and animation parameters. choose which properties and effects you want to explore and brainstorm will propose animated variations. complete color management workflow enable color management simply by selecting a project working space. doing so helps ensure the color accuracy of imported files as they are displayed and rendered and allows you to preview how footage will look on other devices. adobe clip notes streamline the review and approval process. render your work into an adobe pdf file that enables anyone with adobe reader software to make timecode-accurate comments. when you import the comments into after effects they appear as markers on the timeline. enhanced performance harness your computer's processing power with new multicore and graphics acceleration plus disk caching so you can spend less time waiting and more time creating. distribute rendering across your entire network to maximize output performance. 3d compositions from vanishing point export vanishing point data from photoshop extended and then import into after effects to automatically build a 3d composition from the 2d photoshop image. a single shape layer containing a compound shape makes it possible to control what appear to be multiple shapes with a single set of controls. color management can benefit any artist who needs consistent color whether the target medium is feature film broadcast television a handheld device or all of these and more. clip notes ensures that everyone really is on the same page. preview mobile content with device central. additional features innovative compositing and animation tools create high-impact communications by combining moving imagery still images and graphics text and sound in 2d or 3d space and then animating virtually any aspect of each element. text and vector graphics creation and animation create text and vector graphics in after effects using familiar adobe tools and then animate these elements to create visually innovative new motion graphics. extensive visual effects manipulate moving and still images using hundreds of effects such as stylize distort shatter and time remapping. create grids radio waves 3d particles film grain fractal noise and more. timesaving toolsstart projects quickly with animation presets and behaviors when creating common animation elements such as animating text in and out creating synthetic backgrounds and more. use new brainstorm to quickly experiment and refine designs using parameters you define. learn fast with tool tips and training resources in the box and on the web and streamline your review process with clip notes to create and import comments. comprehensive masking and keying tools control which portions of a layer are visible by importing manipulating and animating masks; flexible auto-tracing options and rotobezier masks make it easy to get precise results. key bluescreen and greenscreen mattes with the academy award-winning keylight and a host of supporting tools. powerful motion controls animate graphics and text using the puppet tool. apply motion blur to produce more realistic animations or use timewarp to slow down and speed up footage. precisely match the motion of source footage using motion tracker and get the look of a locked-off shot using motion stabilizer. enhanced performance harness your computer's processing power with new multicore and graphics acceleration plus disk caching so you can spend less time waiting and more time creating. distribute rendering across your entire network to maximize output performance. professional results for every media type compatibility with an extensive list of output formats lets you produce animated content for virtually any media from the web and mobile devices to film and broadcast. plus after effects cs3 professional introduces color management tools to help make the color-correction process more predictable and preserve color fidelity. high-fidelity color use standard color management tools with enhancements for film and video workflows. 32-bit 2d and 3d compositing and animation create high-impact communications by combining moving imagery graphics text and sound in 2d or 3d space and then animating virtually any aspect of each element. freely work with high dynamic range imagery in a color-managed workflow. per-character 3d text animation explore new text animation possibilities by making individual characters in your text--or an entire phrase--move and rotate in 3d space. complete color management workflow enable color management simply by selecting a project working space. doing so helps ensure the color accuracy of imported files as they are displayed and rendered and allows you to preview how footage will look on other devices. project templates use included project templates for dvd motion menus and motion graphics backgrounds. nondestructive vector painting paint nondestructively on layers to clean up footage draw masks clone elements and create animations. 32-bit audio tools import 32-bit audio files mixed and mastered in adobe soundbooth or adobe audition software. fine-tune audio levels precisely using vu meters with peak and clip indicators on the audio panel. color accuracy take advantage of an end-to-end color management workflow to ensure color accuracy throughout your production pipeline. powerful masking and keying tools for creating video transparency control which portions of a layer are visible by importing manipulating and animating masks. key bluescreen and greenscreen mattes with academy award-winning keylight and a host of supporting tools to rival those available in any other application. flexible auto-tracing options and rotobezier masks make it easy to get precise results. video for mobile use new rendering options and preview in adobe device central cs3 to help ensure your video will look great on an array of supported mobile devices.,adobe,999
b00007g3ai,punch! master landscape & home design,plan out your perfect home & garden with the set of applications available here! / for windows take a virtual walkthrough of your home & garden when you're done to get a feel for the layout experiment with lighting and shadows you'll have the design of your dreams by the time you're through!,punch! software,99.99
b000iflerk,sportsman's double play,sportsman's double play gives you the very best in fishing and shooting action. it's easy to play and takes you to multiple competitions for fun & practice. fish and shoot in scenic areas alone or compete in a tournament or with a friend.,masque publishing,19.95
b000jz4hqo,clickart 950 000 - premier image pack (dvd-rom),"",broderbund,0
b00004tkvy,noah's ark activity center (jewel case ages 3-8),"",victory multimedia,0
b00006hmwc,domino designer/developer v5.0,reference domino designer/developer r5 doc pack includes the following titles: application development with domino designer (intermediate-advanced) 536 pages it explains building applications creating databases using forms fields views folders navi,lotus development,95
b000083k56,compaq comp. secure path v3.0c-netware wrkgrp 50 lic ( 231327-b22 ),"",compaq computer,0
b0000ycfcw,the human body,in topics presents the human body you'll uncover the deepest mysteries and complexities of the human form in this complete introduction to anatomy and physiology.,topics entertainment,19.99
b0009jlux8,i copy dvds 2 professional edition,icopydvds2 pro edition contains all you need to copy a dvd movie quickly and easily. the interface is simple and direct just put in your movie press copy and icopydvds2 does the rest! our unique auto fit and auto burn technology creates the highest quality movie possible on a single disc every time!,me too software,69.99
b000h22pg8,the print shop pro publisher 22 deluxe [dvd],the print shop pro publisher deluxe edition 22 gives you all the tools you need to design and publish professional business materials creative projects and web pages. a wealth of photo manipulation tools at your fingertips helps you get closer to the final product. see all that you can do with pro publisher deluxe. with pro publisher deluxe you can express your creativity promote your business design your own web site and much more all from one place. your complete source for designing powerful publications for all of your home and business needs pro publisher deluxe lets you create banners letterhead business cards postcards and more. find out which version of the print shop is right for you. 22 000 templates and 400 000 images at your fingertips with 22 000 pre-designed project templates to choose from it's easy to start your next project from scratch. pro publisher deluxe features flexible design and layout tools more than 850 fonts a complete logo creator and several professional quality printing options that will help you tailor your projects to your precise needs. you can design layouts for multimedia presentations letterhead business cards greeting cards forms multi-page brochures stationery sets cd/dvd labels newsletters and much more. a multi-page booklet template helps you create exciting projects including programs menus informational pamphlets brochures and more. you can even turn your family's history into a work of art with the unique and fun-to-use family tree templates! pro publisher deluxe offers a wider variety of paper sizes with several new templates including 4x6 inches for notecards and postcard 11x17 inch pages and square 6x6 8x8 and 12x12 page sizes. when it's time to add the perfect image to your project pro publisher deluxe features a gallery for more than 400 000 premium images (including 5 000 getty images) that include photos graphics illustrations web art backgrounds and textures seasonal images and more. you'll always have the ideal template and the perfect image to complete your project. the program also includes 3 100 sentiments so you'll have the precise tools to add the perfect phrase or quote to your design. an advanced search function lets you conveniently search for a project template or image by type tone category or keyword. when you purchase pro publisher deluxe you also receive a full year of free access to the million image club where you will find even more images to complement your designs. advanced design and print tools a convenient pdf tool lets you easily convert your projects and images into pdf files for easy sharing while maintaining high resolution and color accuracy. you also have access to tools that let you create sophisticated web pages with no html coding skills required. simple drag-and-drop capabilities allow you to move images and text to where you want them. some of the advanced html features include dynamic web templates rollover effects hotspots online form creation and spell check. professional graphic tools give you the power to manipulate your images so that you can take your business communications to the next level. with pro publisher deluxe you'll master tools that let you create and edit vector art create 3-d shapes add 3-d texture effects and even draw using pastel charcoal and watercolor. and when it's time to print pro publisher deluxe offers the advantages of several professional print options such as borderless printing and printing directly on printable cds/dvds. you can print multiple labels with a variety of images or text simultaneously on one sheet -- a feature that's perfect for mass mailings or customizing a variety of labels with ease. you can even personalize your ipod skin with your favorite photo pictures of your friends a cool design or more. these are only some of the many ways that pro publisher deluxe can help you business grow and your personal projects thrive. the possibilities are endless; the only limit with pro publisher deluxe is your imagination.,encore,99.99
b000314vvu,freddi fish 2: the haunted schoolhouse,children - ages 3 to 8 everyone knows theres no such thing as ghosts.. so who is haunting the schoolhouse taking the toys and practically scaring the scales off of all the guppies? good thing super-sleuths freddi fish and luther are on the case. their plan: build a trap to capture and expose the phony ghost. to reach their goal the two friends need your childs help to find a few things - and the list of items changes every time they play. kids will dive right in to direct this undersea mystery filled with old friends new faces and a festive sing-along soundtrack. features: like the real world freddi fishs world changes every time you play search through fascinating places like a submarine a ship or atlantis out of time? you can save the game and finish it later take breaks with freddi fish: play games like crab invaders solve puzzles draw pictures or just sing songs 24 page activity book system requirements: windows 95/3.1: 33mhz 486 with 8 mb ram svga (640x480 256 color) graphics windows 3.1 or higher sound card double speed cd-rom drive.,humongous entertainment,29.95
b0000afwwl,adobe acrobat capture 3.0 ( 22101258 ),convert large volumes of paper documents to searchable adobe pdf adobe(r) acrobat(r) capture(r) 3.0 software is a professional production tool that teams with your scanner to convert volumes of paper documents into searchable adobe portable document format (pdf) files. accurate ocr advanced page and content recognition and powerful cleanup tools let you turn all your important paper-based information into high-quality electronic documents ready for publication via the web intranets extranets cd-rom and more. sophisticated productivity features streamline processing from start to finish so you can get your jobs done more efficiently than ever.,adobe,299.99
b000f7ixx4,iriscard pro business card scanner,the iriscard pro business card scanner is the most popular multilingual business card scanning solution and is ideal for individuals and both large and small companies. by quickly and easily scanning your business cards the iriscard pro can help you keep a record of all important contacts. convenient and versatile it synchronizes with pocket pcs and palm devices as well as outlook and outlook express. to help keep you organized the iriscard pro features a one-touch export button so you can send your contacts to your favorite electronic address book after scanning them. the iriscard pro is a multilingual business card scanning solution that is ideal for both large and small companies. view larger. the system utilizes cardiris software the iriscard organizer tool. view screenshots. iriscard works with a variety of email software packages. view screenshots. small and easy to use the iriscard pro offers reliable and incredibly easy operation. simply insert your business cards inside the unit and they will be instantaneously captured into your computer with precision. you can also export or synchronize the data with your electronic address book so it's a snap to access the exact information you need when you need it. the iriscard pro works with a variety of email software packages including outlook outlook express address book now contact and entourage. it also recognizes cards from up to 56 countries features eight user-interface languages (english french spanish italian portuguese german dutch and russian) and is usb powered so it's the ideal travel companion. where and when to use the iriscard pro compact light and portable the iriscard pro comes in handy at home in the office or on the road. at home the iriscard pro lets you keep your personal address book always up-to-date. it's also an efficient full-color usb-powered twain photo scanner that digitizes your 4 x 6 pictures with up to 600 dots per inch (dpi) resolution. and thanks to its ergonomic design it's much more comfortable to use than regular flatbed scanners. at the office you can rely on the iriscard pro to help minimize disorganized piles of business cards cluttering up your desk. since this device scans retypes and exports your contacts in just seconds they're instantly available to you rather than scattered all over your workplace. the iriscard pro also helps you out when you're away from your home or office. whether at trade shows conferences or other out-of-town events the iris card pro is the best tool to quickly store new contacts and follow up on all your leads. after your trip you can choose the album view function which shows either a multi-card display to quickly visualize scanned cards or a single card display to easily add notes or additional information. special operating features the iriscard pro uses bcr technology that combines i.r.i.s. ocr and field parsing technologies for accurate recognition and field matching. the system also utilizes cardiris the iriscard business card recognition software and organizer tool. thanks to the user-friendly interface and automatic orientation deskewing and cropping of the business cards you'll never have to struggle to get consistent high-quality results. to rapidly and accurately convert business cards into database records the iriscard also offers state-of-the-art field analysis while the zoom function lets you see every detail in each card. designed for ocr on the fly this scanner gives you the option to drag and drop names emails and websites directly in the right database fields or in any application. additionally the windows version is enhanced with a database and useful sort search and selection tools to increase your daily contact management what's in the box usoa307 iriscard business card scanner usb cable calibration card for the scanner software cd-rom (cardiris business card organizer software demo version of readiris pro ocr software goodcontacts) quick installation guide and registration card and user license.,iris,199.99
b000hkgj8k,autocad 2007 courseware customizing the interface,autocad 2007 courseware customizing the interface,autodesk psg,47.95
b000lu8a10,listen for ipod - magnetic time,"",sos aggregation company,39.99
b0006oei8u,atari arcade classics (mac),atari arcade classics offers faithful reproductions down to the last detail -- all the sounds action and gameplay that made these games classic! experience the classic old-school games that started a new form of entertainment.,macsoft,19.99
b000nwsclo,photoshop elements 5 and premiere elements 3 bundle win minibox (29180248),- marketing information: photoshop elements 5.0 plus premiere elements 3.0 software combines two powerful yet easy-to-use products to deliver the most complete photo and video editing solution. entertain friends with unique cinematic slide shows and dramatic freeze-frame effects create personalized dvds and easily share on the web. product information - software sub type: multimedia authoring - software name: photoshop elements v.5.0 plus premiere elements v.3.0 - complete product - features and benefits: combine photos and videos in entertaining new ways: - put photo slide shows in motion - do more with individual video frames - include treasured memories in your videos bring out the best in your photos: - instantly fix common flaws or perform advanced editing - show photos in creative entertaining ways - easily find and view your photos and video clips bring your home videos to life: - get started quickly creating home videos and dvds - wow your audience with amazing effects - share your videos virtually anywhere - language support: international english - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 1 user miscellaneous - compatibility: adobe premiere elements import/export formats supported: - mpeg-1 - mpeg-2 - mpeg-4 - h.264 - dv - avi - windows media - quicktime - jvc everio mod (import only) - 3gp - asf (import only) - wav - wma (import only) - dolby - digit,adobe,242.62
b0009y6f0g,instant play electric guitar deluxe,with play electric guitar beginners who want a fast flexible computer-based teaching tool have the in-depth instruction they need. this total beginner's guide covers everything you need to know for developing the guitar skills that rock the house down.,topics entertainment,39.99
b0006g31i6,microsoft licenses win svr 2003 ext conn lic (r3900292),manufacturer warranty:andnbsp;andnbsp;90 days,microsoft licenses,3371.85
b0002w37x8,crusader kings,crusader kings is a unique historical role-player that puts you into a feudal society fraught with dangers. travel to medieval europe between 1066 and 1419 a.d. -- here you will build a dynasty. gain wealth and favor from the nobles while earning prestige and piety. unlike other strategy games the goal here is not to expand your territory but to expand your reputation. use everything from diplomacy to warfare to create a respected royal line.,atari,19.99
b00073fl7w,ca arcserve bkup r11.1/nw stor area netw (san) opt prod only,arcserve bkup r11.1/nw stor area netw (san) opt prod only,computer associates,0
b00004s4xy,suretrak project manager 3.0,communicate with professional-quality reports and graphics. suretrak project manager combines ease of use power and affordability. with suretrak you can create schedules graphically as well as point and click to create relationships between activities. it is ideal for resource planning and control on small- to medium-sized projects.,primavera systems,499
b0000dzfvd,hp storageworks secure path for windows workgroup edition - ( v. 4.0c ) - license ( 213076-b26 ),license - - 1 user(s) - standard - pc,hewlett packard,0
b0009xndso,prosoft tunetech for ipod (mac),tunetech for ipod by prosoft,prosoft engineering,74.99
b000hlt57q,iremember digital scrapbooking 2.0,iremember digital scrapbook makes it easier than ever to create gorgeous scrapbooks on your mac! finish a page in only minutes - just add a blank page to your scrapbook using iremember drag in a template add your photos resize crop and share add text to your creations - familiar poems quotations scripture verses and more,intriguing development,39.95
b000bw7kxw,backup exec 10d win adv disk v10.1 lic only (e180518),general information - manufacturer: symantec corporation. - manufacturer part number: e180518 - marketing information: enables faster backups and restores through advanced disk-based backup and recovery including synthetic and off-host backups to perform zero impact backups. synthetic backups reduce backup windows and network bandwidth requirements and do not impact the original client. additionally synthetic backups allow for quick client restore from a single backup image to reduce the number of tapes and eliminate the need to restore from incremental backups. the off-host backup feature enables better backup performance and frees the remote computer by processing the backup operation of the remote computer on a backup exec media server instead of on the remote computer or host computer. product information - software type: backup and recovery - software name: backup exec 10d v.10.1 for windows servers advanced disk-based backup option - complete product - features and benefits: - full windows file system support - cluster configuration wizard - microsoft tape format read/write - microsoft operations manager support - graphical user interface / administration console - central admin server option - remote agent for linux and unix servers - desktop and laptop option - support for remote 64-bit windows systems - support for exchange server 2003 - support for sql 64-bit servers - support for oracle 10g - task wizards - backup via specified bac,symantec corporation.,983.34
b00008pbus,sonicwall global vpn client - license ( 01-ssc-5310 ),license - - 1 user(s) - standard - pc handheld,sonic systems inc.,0
b000a6jrwq,cisco ios enterprise services - complete package ( cd28-esk9= ),cisco ios software is the world's leading network infrastructure software delivering a seamless integration of technology innovation business-critical services and hardware support. currently operating on over ten million active systems ranging from the small home office router to the core systems of the world's largest service provider networks cisco ios software is the most widely leveraged network infrastructure software in the world.,cisco systems - enterprise,0
b000b5ue6y,crystal reports 11 professional full product french,- marketing information: crystal reports the worldandquot;s leading reporting tool gives you a powerful flexible and open environment to work in. create flexible high-fidelity reports and tightly integrate them into applications with the latest version of crystal reports. product information - software sub type: database reporting - software name: crystal reports v.xi professional edition - complete product - features and benefits: report types: - mailing labels - cross-tab reports - form-style reports - subreports - conditional reports - top/bottom n reports - drill-down/summary reports - olap reports chart types: - bar - stacked bar - column - stacked column - line - area - numeric or date/time x-axis - pie - scatter - bubble - guage - gantt - funnel high productivity report creation: - report design wizard - data explorer - report explorer - workbench - field explorer - microsoft excel and access add-ins - report experts for automatic report creation - graphical table linking - field mapping between databases - repository for component reuse - custom templates - template window (design) - fully customizable runtime preview window - drill down in runtime preview window - auto saving comprehensive formatting and design control: - guidelines and vertical rulers - automatic styles auto-arrange fields ruler - drag and drop browse field data - drawing-style interface - moving and resizing objects s,business objects,909.66
b000e99ud0,ibm rational clearcase lt - ( v. 6.0.0 ) - media - vol - passport passport adva,"",ibm,0
